source_table,source_record_id,issue_type,issue_category,severity,issue_description,raw_value,suggested_action,created_at,resolution_path,review_status,assigned_to,review_notes,resolved_at,exception_title
raw.fleet_condition_assessment_raw,CA-000214,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 45458; Odometer_Reading: 68613,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000214
raw.fleet_condition_assessment_raw,CA-000215,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 72794; Odometer_Reading: 95029,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000215
raw.fleet_condition_assessment_raw,CA-000218,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 77012; Odometer_Reading: 84576,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000218
raw.fleet_condition_assessment_raw,CA-000220,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 100081; Odometer_Reading: 113197,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000220
raw.fleet_condition_assessment_raw,CA-000223,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 232668; Odometer_Reading: 237826,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000223
raw.fleet_condition_assessment_raw,CA-000224,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 65359; Odometer_Reading: 77965,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000224
raw.fleet_condition_assessment_raw,CA-000227,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 195392; Odometer_Reading: 219066,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000227
raw.fleet_condition_assessment_raw,CA-000229,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 241788; Odometer_Reading: 265132,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000229
raw.fleet_condition_assessment_raw,CA-000231,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 55934; Odometer_Reading: 78848,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000231
raw.fleet_condition_assessment_raw,CA-000234,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 62192; Odometer_Reading: 69070,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000234
raw.fleet_condition_assessment_raw,CA-000236,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 44585; Odometer_Reading: 52729,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000236
raw.fleet_condition_assessment_raw,CA-000239,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 187994; Odometer_Reading: 196820,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000239
raw.fleet_condition_assessment_raw,CA-000242,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 183705; Odometer_Reading: 200268,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000242
raw.fleet_condition_assessment_raw,CA-000243,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 118546; Odometer_Reading: 137255,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000243
raw.fleet_condition_assessment_raw,CA-000244,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 49868; Odometer_Reading: 72190,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000244
raw.fleet_condition_assessment_raw,CA-000245,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 74758; Odometer_Reading: 89440,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000245
raw.fleet_condition_assessment_raw,CA-000251,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 103634; Odometer_Reading: 109525,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000251
raw.fleet_condition_assessment_raw,CA-000253,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 207567; Odometer_Reading: 219271,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000253
raw.fleet_condition_assessment_raw,CA-000256,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 82465; Odometer_Reading: 87618,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000256
raw.fleet_condition_assessment_raw,CA-000258,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 118783; Odometer_Reading: 128555,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000258
raw.fleet_condition_assessment_raw,CA-000259,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 79446; Odometer_Reading: 94339,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000259
raw.fleet_condition_assessment_raw,CA-000262,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 64459; Odometer_Reading: 75111,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000262
raw.fleet_condition_assessment_raw,CA-000263,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 80976; Odometer_Reading: 105763,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000263
raw.fleet_condition_assessment_raw,CA-000268,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 188634; Odometer_Reading: 202673,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000268
raw.fleet_condition_assessment_raw,CA-000270,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 181584; Odometer_Reading: 201092,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000270
raw.fleet_condition_assessment_raw,CA-000272,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 182259; Odometer_Reading: 197301,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000272
raw.fleet_condition_assessment_raw,CA-000275,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 180796; Odometer_Reading: 200272,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000275
raw.fleet_condition_assessment_raw,CA-000277,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 236781; Odometer_Reading: 255348,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000277
raw.fleet_condition_assessment_raw,CA-000280,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 134486; Odometer_Reading: 140026,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000280
raw.fleet_condition_assessment_raw,CA-000281,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 102269; Odometer_Reading: 117993,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000281
raw.fleet_condition_assessment_raw,CA-000282,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 153281; Odometer_Reading: 161606,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000282
raw.fleet_condition_assessment_raw,CA-000283,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 149236; Odometer_Reading: 171995,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000283
raw.fleet_condition_assessment_raw,CA-000284,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 127879; Odometer_Reading: 135374,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000284
raw.fleet_condition_assessment_raw,CA-000285,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 40814; Odometer_Reading: 65022,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000285
raw.fleet_condition_assessment_raw,CA-000289,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 173599; Odometer_Reading: 189903,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000289
raw.fleet_condition_assessment_raw,CA-000290,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 94427; Odometer_Reading: 116571,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000290
raw.fleet_condition_assessment_raw,CA-000293,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 281605; Odometer_Reading: 300755,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000293
raw.fleet_condition_assessment_raw,CA-000294,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 73234; Odometer_Reading: 81526,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000294
raw.fleet_condition_assessment_raw,CA-000295,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 134607; Odometer_Reading: 144292,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000295
raw.fleet_condition_assessment_raw,CA-000298,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 146256; Odometer_Reading: 157993,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000298
raw.fleet_condition_assessment_raw,CA-000301,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 22121; Odometer_Reading: 36883,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000301
raw.fleet_condition_assessment_raw,CA-000304,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 136183; Odometer_Reading: 156532,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000304
raw.fleet_condition_assessment_raw,CA-000305,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 56887; Odometer_Reading: 66821,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000305
raw.fleet_condition_assessment_raw,CA-000306,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 67875; Odometer_Reading: 91905,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000306
raw.fleet_condition_assessment_raw,CA-000309,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 94156; Odometer_Reading: 107296,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000309
raw.fleet_condition_assessment_raw,CA-000310,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 26171; Odometer_Reading: 38043,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000310
raw.fleet_condition_assessment_raw,CA-000313,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 108609; Odometer_Reading: 115414,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000313
raw.fleet_condition_assessment_raw,CA-000314,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 157781; Odometer_Reading: 177100,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000314
raw.fleet_condition_assessment_raw,CA-000317,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 164523; Odometer_Reading: 172103,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000317
raw.fleet_condition_assessment_raw,CA-000320,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 68203; Odometer_Reading: 81682,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000320
raw.fleet_condition_assessment_raw,CA-000323,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 129702; Odometer_Reading: 136845,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000323
raw.fleet_condition_assessment_raw,CA-000324,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 196846; Odometer_Reading: 218537,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000324
raw.fleet_condition_assessment_raw,CA-000325,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 83477; Odometer_Reading: 96384,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000325
raw.fleet_condition_assessment_raw,CA-000331,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 40343; Odometer_Reading: 51583,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000331
raw.fleet_condition_assessment_raw,CA-000332,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 67118; Odometer_Reading: 86383,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000332
raw.fleet_condition_assessment_raw,CA-000333,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 110755; Odometer_Reading: 129502,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000333
raw.fleet_condition_assessment_raw,CA-000334,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 228963; Odometer_Reading: 237978,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000334
raw.fleet_condition_assessment_raw,CA-000335,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 216283; Odometer_Reading: 235404,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000335
raw.fleet_condition_assessment_raw,CA-000336,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 260509; Odometer_Reading: 274474,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000336
raw.fleet_condition_assessment_raw,CA-000337,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 72579; Odometer_Reading: 93989,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000337
raw.fleet_condition_assessment_raw,CA-000340,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 171557; Odometer_Reading: 193865,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000340
raw.fleet_condition_assessment_raw,CA-000341,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 110483; Odometer_Reading: 119571,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000341
raw.fleet_condition_assessment_raw,CA-000342,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 63149; Odometer_Reading: 71813,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000342
raw.fleet_condition_assessment_raw,CA-000343,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 98068; Odometer_Reading: 109473,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000343
raw.fleet_condition_assessment_raw,CA-000344,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 99044; Odometer_Reading: 109035,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000344
raw.fleet_condition_assessment_raw,CA-000346,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 61120; Odometer_Reading: 83100,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000346
raw.fleet_condition_assessment_raw,CA-000350,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 287975; Odometer_Reading: 295758,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000350
raw.fleet_condition_assessment_raw,CA-000351,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 60775; Odometer_Reading: 70777,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000351
raw.fleet_condition_assessment_raw,CA-000352,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 96057; Odometer_Reading: 102863,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000352
raw.fleet_condition_assessment_raw,CA-000353,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 232394; Odometer_Reading: 254091,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000353
raw.fleet_condition_assessment_raw,CA-000356,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 167595; Odometer_Reading: 191345,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000356
raw.fleet_condition_assessment_raw,CA-000358,Mileage and odometer disagreement,Cross-field Consistency,Medium,"Mileage and Odometer_Reading differ by more than 5,000 units.",Mileage: 61489; Odometer_Reading: 66502,Confirm whether these fields represent the same measurement or different concepts.,2026-05-29 14:57:41,MONITOR_ONLY,Not Required,"","",,Mileage and odometer disagreement | raw.fleet_condition_assessment_raw | CA-000358
